,budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
268,60000000.0,"['Drama', 'History', 'Comedy']",429197.0,tt6266538,en,Vice,14.148,"['Plan B Entertainment', 'Gary Sanchez Productions', 'Annapurna Pictures']",['US'],2018-12-25,66266401.0,132.0,"['ar', 'en']",Released,Vice,7.1,1854.0
269,7000000.0,"['Music', 'Drama']",470878.0,tt6450186,en,I Can Only Imagine,9.494,"['Kevin Downes Productions', 'Mission Pictures International', 'City on a Hill Productions', 'Imagine Rights', 'LD Entertainment']",['US'],2018-02-14,86026201.0,110.0,['en'],Released,I Can Only Imagine,7.4,209.0
270,4900000.0,"['Drama', 'Fantasy', 'Romance']",465136.0,tt7026672,en,Every Day,10.132,"['FilmWave', 'Likely Story', 'Silver Reel']",['US'],2018-02-22,6102076.0,97.0,['en'],Released,Every Day,7.0,1297.0
274,8000000.0,"['Crime', 'Mystery', 'Thriller', 'Drama']",220882.0,tt1273221,en,London Fields,8.043,"['Tartan Films', 'Muse Productions', 'Periscope Entertainment', 'Head Gear Films', 'Curiously Bright Entertainment', 'Living the Dream Films', 'MindSky Entertainment', 'Vedette Finance']","['GB', 'US']",2018-09-20,252676.0,118.0,"['en', 'pt']",Released,London Fields,5.0,105.0
279,1000000.0,['Horror'],505058.0,tt4761916,en,Unfriended: Dark Web,10.438,"['Universal Pictures', 'Bazelevs Production', 'Blumhouse Productions']",['US'],2018-07-19,9602624.0,93.0,"['en', 'it']",Released,Unfriended: Dark Web,6.1,599.0
280,8933400.0,"['Science Fiction', 'Drama', 'Mystery', 'Thriller']",376865.0,tt4827558,en,High Life,11.629,"['Wild Bunch', 'ARTE France Cinéma', 'Canal+', 'Pandora Film', 'Andrew Lauren Productions (ALP)', 'Alcatraz Films', 'The Apocalypse Films', 'Madants', 'Ciné+', 'ZDF', 'British Film Institute', 'BFI Film Fund']","['FR', 'DE', 'PL', 'GB', 'US']",2018-11-07,2133033.0,113.0,['en'],Released,High Life,5.6,357.0
284,50000000.0,"['Crime', 'Drama', 'Thriller']",504172.0,tt7959026,en,The Mule,15.265999999999998,"['Imperative Entertainment', 'Bron Studios', 'Malpaso Productions', 'Warner Bros. Pictures', 'Creative Wealth Media Finance']","['CA', 'US']",2018-12-14,171504407.0,117.0,"['en', 'es']",Released,The Mule,6.7,2492.0
285,0.0,['Drama'],425373.0,tt5427194,en,The Miracle Season,8.814,"['LD Entertainment', 'Apex Entertainment']",['US'],2018-04-13,10230620.0,100.0,['en'],Released,The Miracle Season,7.2,146.0
287,19000000.0,"['Comedy', 'Drama']",454283.0,tt6495770,en,Action Point,9.03,"['Dickhouse Productions', 'Paramount']","['US', 'ZA']",2018-06-01,5059608.0,85.0,['en'],Released,Action Point,5.2,188.0
288,30000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",395990.0,tt1137450,en,Death Wish,14.65,"['Metro-Goldwyn-Mayer', 'Cave 76 Productions']",['US'],2018-03-02,34017028.0,107.0,['en'],Released,Death Wish,5.9,1432.0
289,30000000.0,"['Science Fiction', 'Action']",425505.0,tt6017942,en,Kin,10.446,"['21 Laps Entertainment', 'No Trace Camping', 'Lionsgate']",['US'],2018-08-29,10023153.0,102.0,"['es', 'en']",Released,Kin,6.1,416.0
290,19000000.0,['Comedy'],474335.0,tt7334528,en,Uncle Drew,7.859,['Lionsgate'],['US'],2018-06-27,17665000.0,103.0,['en'],Released,Uncle Drew,6.5,265.0
291,35000000.0,"['Action', 'Crime', 'Thriller']",430040.0,tt5360952,en,The Hurricane Heist,11.415,"['Windfall Productions', 'Foresight Unlimited', 'Parkside Pictures', 'RSVP Entertainment', 'Signature Pictures', 'Tadross Media Group', 'Double Negative (DNEG)', 'Metrol Technology', 'Lipsync Productions', 'Dream Team Films', 'Head Gear Films']",['US'],2018-02-28,5400000.0,103.0,['en'],Released,The Hurricane Heist,5.5,570.0
294,6000000.0,"['Action', 'Thriller', 'Horror', 'Fantasy', 'Mystery']",460885.0,tt6998518,en,Mandy,12.239,"['SpectreVision', 'XYZ Films', 'Umedia', 'Legion M', 'Piccadilly Pictures', 'Wallimage']","['US', 'BE']",2018-09-13,1214525.0,122.0,['en'],Released,Mandy,6.2,826.0
297,39000000.0,"['Drama', 'Comedy', 'Fantasy']",351044.0,tt3289724,en,Welcome to Marwen,13.972,"['DreamWorks Pictures', 'ImageMovers']",['US'],2018-12-21,12780692.0,116.0,['en'],Released,Welcome to Marwen,6.5,574.0
303,34000000.0,"['Drama', 'Thriller', 'History']",432301.0,tt5270948,en,Chappaquiddick,6.985,"['Apex Entertainment', 'DMG Entertainment', 'Lionsgate']","['SE', 'US']",2018-04-06,17904202.0,107.0,['en'],Released,Chappaquiddick,6.0,141.0
305,2000000.0,"['Drama', 'Music', 'Comedy']",470333.0,tt7158430,en,Hearts Beat Loud,9.822,"['Burn Later Productions', 'Houston King Productions', 'Park Pictures Features']",['US'],2018-06-08,2115765.0,97.0,['en'],Released,Hearts Beat Loud,7.4,117.0
310,30000000.0,"['Drama', 'History', 'Thriller']",453201.0,tt6802308,en,The 15:17 to Paris,9.642,"['Warner Bros. Pictures', 'Malpaso Productions', 'Village Roadshow Pictures']",['US'],2018-02-02,57076286.0,94.0,['en'],Released,The 15:17 to Paris,5.3,964.0
325,10000000.0,"['Comedy', 'Romance', 'Drama']",502682.0,tt6857166,en,Book Club,6.808,['June Pictures'],['US'],2018-05-18,78720293.0,104.0,"['hu', 'es', 'en']",Released,Book Club,6.1,414.0
328,0.0,"['Drama', 'Romance', 'Comedy']",499319.0,tt6958014,en,Duck Butter,6.934,['Duplass Brothers Productions'],['US'],2018-04-27,6877.0,94.0,"['en', 'es']",Released,Duck Butter,5.4,103.0
329,17000000.0,"['Horror', 'Drama', 'Science Fiction']",447332.0,tt6644200,en,A Quiet Place,41.61,"['Sunday Night', 'Platinum Dunes', 'Paramount']",['US'],2018-04-03,340677200.0,91.0,['en'],Released,A Quiet Place,7.3,7316.0
331,0.0,"['Comedy', 'Crime', 'Drama']",429203.0,tt2837574,en,The Old Man & the Gun,12.901,"['Condé Nast Entertainment', 'Endgame Entertainment', 'Identity Films', 'Sailor Bear', 'Wildwood Enterprises', 'Fox Searchlight Pictures']",['US'],2018-09-27,11277120.0,93.0,['en'],Released,The Old Man & the Gun,6.3,748.0
332,35000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",400535.0,tt5052474,en,Sicario: Day of the Soldado,18.852,"['Black Label Media', 'Thunder Road', 'Orange Corp']",['US'],2018-06-27,75836683.0,123.0,"['en', 'es']",Released,Sicario: Day of the Soldado,6.7,1656.0
337,150000000.0,"['Action', 'Science Fiction', 'Horror']",345940.0,tt4779682,en,The Meg,21.685,"['Apelles Entertainment', 'Gravity Pictures', 'Di Bonaventura Pictures', 'Flagship Entertainment Group']","['CN', 'US']",2018-08-09,315960074.0,113.0,"['zh', 'en', 'ja', 'th']",Released,The Meg,5.9,3586.0
339,0.0,"['Comedy', 'Adventure', 'Drama']",407447.0,tt5371168,en,The Extraordinary Journey of the Fakir,7.794,['Brio Films'],"['BE', 'FR', 'IN', 'SG', 'US']",2018-05-30,3267486.0,96.0,['en'],Released,The Extraordinary Journey of the Fakir,7.0,158.0
340,0.0,"['Drama', 'Horror']",429417.0,tt5516328,en,Ghost Stories,10.470999999999998,"['Lionsgate', 'Warp Films', 'Altitude Film Entertainment', 'Catalyst Global Media']",['GB'],2018-01-20,135095.0,98.0,['en'],Released,Ghost Stories,6.5,682.0
341,12000000.0,"['Drama', 'Romance']",465914.0,tt7125860,en,If Beale Street Could Talk,8.472999999999999,"['Annapurna Pictures', 'Plan B Entertainment', 'PASTEL']",['US'],2018-12-14,20572691.0,120.0,['en'],Released,If Beale Street Could Talk,7.1,600.0
343,42000000.0,"['Mystery', 'Adventure', 'Comedy', 'Crime']",426563.0,tt1255919,en,Holmes & Watson,13.7,"['Mosaic', 'Columbia Pictures', 'Gary Sanchez Productions', 'Mimran Schur Pictures', 'Mosaic Media Group']",['US'],2018-12-25,40462793.0,90.0,['en'],Released,Holmes & Watson,4.4,375.0
344,8000000.0,"['Drama', 'Adventure']",407890.0,tt5340300,en,Lean on Pete,9.432,"['The Bureau', 'Film4 Productions', 'BFI Film Fund']",['GB'],2018-04-06,2455027.0,121.0,['en'],Released,Lean on Pete,6.9,160.0
346,100000000.0,"['Adventure', 'Action', 'Thriller']",375588.0,tt4532826,en,Robin Hood,19.345,"['Appian Way', 'Safehouse Pictures', 'Summit Entertainment', 'Thunder Road']",['US'],2018-11-21,73260114.0,116.0,['en'],Released,Robin Hood,5.8,1688.0
352,125000000.0,['Action'],447200.0,tt5758778,en,Skyscraper,17.862000000000005,"['Flynn Picture Company', 'Legendary Entertainment', 'Seven Bucks Productions', 'The Third Floor']",['US'],2018-07-11,292351275.0,102.0,"['cn', 'zh', 'en']",Released,Skyscraper,6.1,2664.0
353,300000000.0,"['Adventure', 'Action', 'Science Fiction']",299536.0,tt4154756,en,Avengers: Infinity War,83.956,['Marvel Studios'],['US'],2018-04-25,2046239637.0,149.0,"['en', 'xh']",Released,Avengers: Infinity War,8.3,16897.0
356,2000000.0,"['Comedy', 'Drama']",489925.0,tt7014006,en,Eighth Grade,9.963,"['Scott Rudin Productions', 'A24']",['US'],2018-01-19,13539709.0,94.0,['en'],Released,Eighth Grade,7.5,708.0
359,32000000.0,['Comedy'],460668.0,tt6791096,en,I Feel Pretty,13.834,"['Wonderland Sound and Vision', 'Huayi Brothers Pictures', 'Voltage Pictures', 'Universal Pictures', 'STX Entertainment']","['CN', 'US']",2018-04-19,51748264.0,111.0,['en'],Released,I Feel Pretty,6.4,1334.0
363,7700000.0,"['Horror', 'Drama']",434555.0,tt5734576,en,The Possession of Hannah Grace,9.421,"['Screen Gems', 'Broken Road Productions']",['US'],2018-11-29,41036181.0,86.0,['en'],Released,The Possession of Hannah Grace,5.2,589.0
365,40000000.0,"['Science Fiction', 'Horror']",300668.0,tt2798920,en,Annihilation,18.228,"['DNA Films', 'Paramount', 'Scott Rudin Productions', 'Skydance Media']","['GB', 'US']",2018-02-22,43070915.0,115.0,['en'],Released,Annihilation,6.3,5241.0
366,0.0,['Documentary'],493099.0,tt7689964,en,RBG,8.921,"['CNN Films', 'Storyville Films']",['US'],2018-05-04,2002767.0,97.0,['en'],Released,RBG,7.7,154.0
368,40000000.0,"['Action', 'Comedy']",454992.0,tt6663582,en,The Spy Who Dumped Me,11.89,"['Imagine Entertainment', 'Lionsgate', 'Bron Studios']","['CA', 'US']",2018-08-02,33562069.0,117.0,"['en', 'fr', 'de', 'lt', 'ru']",Released,The Spy Who Dumped Me,6.4,1288.0
370,135000000.0,"['Action', 'Adventure', 'Science Fiction']",424783.0,tt4701182,en,Bumblebee,23.545,"['Hasbro', 'Paramount', 'Allspark Pictures', 'Bay Films', 'Di Bonaventura Pictures', 'Tencent Pictures', 'Tom DeSanto/Don Murphy Production']",['US'],2018-12-15,465895025.0,114.0,['en'],Released,Bumblebee,6.5,3334.0
378,0.0,['Documentary'],508003.0,tt6510332,en,McQueen,6.9860000000000015,"['Salon Pictures', 'Misfits Entertainment', 'Creativity Capital', 'Moving Pictures Media']",['GB'],2018-06-08,1243177.0,111.0,"['en', 'fr']",Released,McQueen,8.1,61.0
381,0.0,"['Drama', 'Music', 'Romance']",391714.0,tt1667321,en,On Chesil Beach,8.017000000000001,"['Number 9 Films', 'BBC Films']",['GB'],2018-01-19,3335913.0,110.0,['en'],Released,On Chesil Beach,6.2,145.0
382,6000000.0,"['Thriller', 'Crime', 'Action']",497814.0,tt7137846,en,Breaking In,9.089,"['Will Packer Productions', 'Breaking In Pictures']",['US'],2018-05-05,49078000.0,88.0,['en'],Released,Breaking In,5.8,369.0
383,1000000.0,"['Thriller', 'Mystery', 'Drama']",489999.0,tt7668870,en,Searching,12.3,"['Stage 6 Films', 'Bazelevs Production', 'Screen Gems']",['US'],2018-08-24,66265218.0,103.0,['en'],Released,Searching,7.6,1985.0
386,10000000.0,"['Comedy', 'Drama']",371638.0,tt3521126,en,The Disaster Artist,12.925999999999998,"['New Line Cinema', 'Rabbit Bandini Productions', 'Point Grey Pictures', 'Good Universe', 'RatPac-Dune Entertainment', 'Ramona Films']",['US'],2017-03-12,29820616.0,104.0,['en'],Released,The Disaster Artist,7.2,2244.0
389,250000000.0,"['Action', 'Crime', 'Thriller']",337339.0,tt4630562,en,The Fate of the Furious,24.701,"['Universal Pictures', 'Original Film', 'Fuji Eight Company Ltd.', 'China Film Co.', 'Dentsu', 'One Race']",['US'],2017-04-12,1238764765.0,136.0,"['en', 'es']",Released,The Fate of the Furious,6.9,6907.0
390,10000000.0,"['Comedy', 'Drama']",391713.0,tt4925292,en,Lady Bird,22.505,"['IAC Films', 'Scott Rudin Productions', 'Entertainment 360', 'Mission Films', 'A24']",['US'],2017-09-08,76858273.0,95.0,['en'],Released,Lady Bird,7.3,4632.0
391,30000000.0,['Drama'],395993.0,tt3881784,en,Stronger,7.981,"['Lionsgate', 'Bold Films', 'Mandeville Films', 'Nine Stories Productions']",['US'],2017-09-22,8484418.0,119.0,['en'],Released,Stronger,7.0,896.0
392,10500000.0,"['Drama', 'Western']",399019.0,tt5592248,en,The Beguiled,11.105,"['FR Productions', 'American Zoetrope']",['US'],2017-06-23,27397655.0,93.0,"['fr', 'en']",Released,The Beguiled,5.7,1351.0
393,25000000.0,['Drama'],429189.0,tt5825380,en,Wonder Wheel,9.174,"['Gravier Productions', 'Amazon Studios']",['US'],2017-12-01,15366466.0,101.0,['en'],Released,Wonder Wheel,6.4,835.0
394,60000000.0,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']",353491.0,tt1648190,en,The Dark Tower,19.233,"['Columbia Pictures Corporation', 'Sony Pictures', 'Media Rights Capital', 'Imagine Entertainment', 'Weed Road Pictures', 'The Department of Trade and Industry of South Africa']","['ZA', 'US']",2017-08-03,113231078.0,95.0,['en'],Released,The Dark Tower,5.6,3275.0
398,85000000.0,"['Action', 'Adventure', 'Crime']",47971.0,tt1293847,en,xXx: Return of Xander Cage,20.385,"['Rox Productions', 'Revolution Studios', 'Maple Cage Productions', 'Huahua Media', 'RK films', 'Shanghai Film Group', 'One Race']","['CA', 'CN', 'US']",2017-01-13,346147658.0,107.0,['en'],Released,xXx: Return of Xander Cage,5.6,2699.0
399,20000000.0,"['Drama', 'Fantasy']",345938.0,tt2872518,en,The Shack,11.35,"['Summit Entertainment', 'Netter Productions']",['US'],2017-03-03,92924405.0,132.0,['en'],Released,The Shack,7.0,912.0
402,0.0,"['Comedy', 'Drama']",429107.0,tt5929750,en,Beatriz at Dinner,7.322,"['Killer Films', 'Bron Studios']",['US'],2017-06-09,7.0,83.0,"['es', 'en']",Released,Beatriz at Dinner,6.0,117.0
403,200000000.0,"['Fantasy', 'Adventure', 'Science Fiction', 'Action']",181808.0,tt2527336,en,Star Wars: The Last Jedi,38.061,['Lucasfilm'],['US'],2017-12-13,1332459537.0,152.0,['en'],Released,Star Wars: The Last Jedi,7.0,9926.0
405,55000000.0,"['Drama', 'Romance']",341174.0,tt4465564,en,Fifty Shades Darker,12.277,"['Universal Pictures', 'Perfect World Pictures', 'Michael De Luca Productions', 'Dentsu', 'Fuji Television Network']",['US'],2017-02-08,378827494.0,118.0,['en'],Released,Fifty Shades Darker,6.2,4864.0
